gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
GRAMD1A,5.11171522,-1.11635227,0.429771559,-2.597548035,0.009389199,0.582621613
FXYD1,1.479913028,-0.183935292,0.834747931,-0.220348306,0.825599902,0.999673974
FXYD7,3.466105007,-0.81392222,0.678087026,-1.200321182,0.230014626,0.999673974
FXYD5,90.24332418,-0.149922131,0.216879338,-0.691269772,0.489396024,0.999673974
LSR,2.494494146,-1.907913766,0.888630558,-2.147026961,0.031791135,0.961209027
USF2,4.765231842,0.024226186,0.431433372,0.056152786,0.955220093,0.999673974
DMKN,0.900195716,-0.845934212,0.974850209,-0.867758148,0.385526746,0.999673974
TMEM147,8.390983425,-0.133167166,0.319717334,-0.416515315,0.677032963,0.999673974
HAUS5,1.372141219,-0.853989187,0.726131081,-1.176081301,0.239562389,0.999673974
RBM42,9.8612661,0.265930171,0.278971975,0.953250486,0.340463172,0.999673974
ETV2,0.407149072,-0.740852284,1.100201588,-0.673378672,0.500706414,0.999673974
COX6B1,54.14092503,0.05971141,0.12776598,0.467349838,0.640249605,0.999673974
KMT2B,4.79952578,0.212026672,0.427652924,0.49579147,0.620041544,0.999673974
IGFLR1,7.633027301,-0.155012062,0.33044695,-0.469098178,0.638999461,0.999673974
U2AF1L4,4.716986907,-0.182902286,0.429202334,-0.426144669,0.670002433,0.999673974
PSENEN,8.168451649,-0.238662086,0.298197474,-0.80034912,0.423508551,0.999673974
LIN37,2.588504149,0.017246371,0.550210915,0.031345018,0.974994389,0.999673974
PROSER3,0.924697269,0.437478127,0.837507248,0.522357423,0.601421495,0.999673974
ARHGAP33,0.572553149,0.011329775,1.176567181,0.009629518,0.992316875,0.999673974
NFKBID,0.802630403,-0.223527967,0.878042895,-0.254575225,0.799051197,0.999673974
HCST,167.175582,0.089865919,0.128854667,0.697420756,0.485539516,0.999673974
TYROBP,20.0728916,0.381269477,0.701314204,0.543650015,0.586682335,0.999673974
LRFN3,1.129560242,-0.294952382,0.767967942,-0.384068612,0.700927595,0.999673974
SDHAF1,3.598386752,-0.284499858,0.463490717,-0.613819969,0.5393343,0.999673974
ALKBH6,3.863285913,-0.291911381,0.42309125,-0.68994899,0.490226266,0.999673974
THAP8,0.477168979,-0.067527652,1.12213366,-0.060177904,0.952013944,0.999673974
POLR2I,10.62808875,0.00785039,0.270556317,0.029015734,0.976852042,0.999673974
TBCB,23.37989237,0.395198459,0.199068864,1.985234911,0.047118342,0.999673974
CAPNS1,27.6183523,0.488021512,0.178335472,2.736536411,0.006208972,0.453892888
ZNF565,0.886083066,0.838097386,1.087367959,0.770757846,0.440850477,0.999673974
ZNF146,5.073212805,0.299138321,0.409260395,0.730924186,0.464825462,0.999673974
ZFP14,2.831295975,-0.027789011,0.595608978,-0.046656468,0.962787026,0.999673974
ZFP82,1.274107354,-0.493601522,0.770595096,-0.640545891,0.521817764,0.999673974
ZNF566,1.365159036,0.084825604,0.785030803,0.108053854,0.913952973,0.999673974
ZNF260,1.167695808,0.833732064,0.819770228,1.017031401,0.309138492,0.999673974
ZNF529,1.236018491,-0.886817124,0.797224256,-1.112381011,0.265974366,0.999673974
ZNF382,0.67720424,0.163240142,1.052797229,0.155053735,0.876778955,0.999673974
ZNF461,0.627771138,0.339040164,1.24895806,0.271458406,0.786038486,0.999673974
LINC01534,0.42857716,-0.100068684,1.319075581,-0.075862737,0.939528303,0.999673974
ZNF567,1.383915191,-0.612903779,0.720866101,-0.850232489,0.395195842,0.999673974
ZNF790-AS1,0.799052259,1.562859423,1.043646433,1.497498936,0.134263482,0.999673974
ZNF790,1.016761049,0.370673208,0.857206701,0.432419867,0.665436281,0.999673974
ZNF345,0.766629408,0.386469331,0.955869989,0.404311606,0.685983592,0.999673974
ZNF829,0.43002489,1.353051117,1.247059951,1.084992839,0.277924827,0.999673974
ZNF568,1.146806883,-0.541120677,0.804211142,-0.672858966,0.50103702,0.999673974
ZNF420,2.020450805,-0.118790923,0.588199417,-0.201956886,0.839950429,0.999673974
ZNF585A,3.45701972,0.335795128,0.46275759,0.725639374,0.468059876,0.999673974
ZNF585B,1.674501426,0.024336858,0.703038903,0.034616659,0.972385418,0.999673974
ZNF383,1.637753042,0.464559986,0.668759583,0.694659184,0.487268913,0.999673974
ZNF875,1.215874987,-0.630224737,0.804269201,-0.783599243,0.4332753,0.999673974
ZNF527,0.844623938,-0.533656859,0.929173279,-0.574335133,0.565741039,0.999673974
ZNF569,1.008693889,0.530816434,0.918420635,0.577966581,0.563286682,0.999673974
ZNF570,0.866125484,0.175168879,0.887676842,0.197334064,0.843566124,0.999673974
ZNF540,0.829169871,-0.162498039,0.970478384,-0.167441173,0.867022931,0.999673974
ZNF571,0.979366932,0.833498563,0.997224671,0.835818234,0.403257167,0.999673974
ZFP30,0.524832145,-1.048547503,0.953183522,-1.100047871,0.271311265,0.999673974
ZNF573,0.53405787,-1.160249722,1.38752179,-0.836202884,0.403040776,0.999673974
SIPA1L3,1.69469704,0.289759375,0.633268251,0.457561823,0.647267277,0.999673974
SPINT2,1.004438324,-2.522030385,1.074708049,-2.346712102,0.018939883,0.801742601
YIF1B,6.229448722,0.181499223,0.340799354,0.532569153,0.59433186,0.999673974
KCNK6,0.817774108,-1.214926628,0.965764764,-1.257994361,0.208393795,0.999673974
CATSPERG,0.347997104,0.258216258,1.441702196,0.179105129,0.857855154,0.999673974
PSMD8,17.15583865,-0.12818727,0.24621896,-0.520623068,0.602629377,0.999673974
FAM98C,4.732462418,-0.209760315,0.382663562,-0.54815858,0.58358302,0.999673974
RYR1,0.599244777,-0.36305935,1.224807574,-0.296421542,0.766908176,0.999673974
MAP4K1,11.58304091,0.243572224,0.276602631,0.880585348,0.378542292,0.999673974
EIF3K,69.28232147,-0.076860807,0.127213495,-0.604187525,0.545718974,0.999673974
ACTN4,19.24477079,0.08951988,0.215514683,0.415377172,0.677865815,0.999673974
CAPN12,1.142553942,-0.241989744,0.898215352,-0.269411721,0.787612867,0.999673974
ECH1,16.38464461,0.086372029,0.241408809,0.357783254,0.720505524,0.999673974
HNRNPL,20.90157012,-0.197886917,0.209839707,-0.943038476,0.345661223,0.999673974
RINL,4.012063662,-0.264130471,0.404137606,-0.653565685,0.513391658,0.999673974
SIRT2,7.27546364,0.245142374,0.298326015,0.821726441,0.411232607,0.999673974
NFKBIB,3.740466485,0.031408117,0.496044044,0.063317194,0.949513924,0.999673974
SARS2,1.613713522,-1.758994427,0.801035412,-2.195900956,0.028099033,0.915009106
MRPS12,7.566611014,0.108365836,0.315820334,0.34312495,0.731504462,0.999673974
PAK4,0.447271077,-1.159303005,1.288832723,-0.899498425,0.368387234,0.999673974
GMFG,57.47631794,-0.254420551,0.128617607,-1.97811604,0.047915617,0.999673974
SAMD4B,2.095860328,0.119943323,0.61490102,0.195061188,0.845345047,0.999673974
PAF1,3.734186158,0.085724973,0.45416194,0.188754199,0.85028547,0.999673974
MED29,3.886854867,0.192808652,0.50098588,0.384858456,0.700342287,0.999673974
ZFP36,31.08084883,-0.230067959,0.284050614,-0.809954098,0.417966558,0.999673974
PLEKHG2,1.384151539,-0.259895678,0.752003186,-0.34560449,0.729639971,0.999673974
RPS16,234.7869464,-0.250185554,0.163164106,-1.533336955,0.125192854,0.999673974
SUPT5H,7.002010803,0.381174261,0.338343352,1.126590071,0.259915839,0.999673974
TIMM50,3.861973124,0.224328886,0.419339429,0.53495777,0.592679059,0.999673974
EID2B,1.302518362,-0.244485739,0.717294902,-0.340844105,0.733220945,0.999673974
EID2,3.392035973,0.146472788,0.511854677,0.286160886,0.7747549,0.999673974
DYRK1B,3.562824459,-0.155117306,0.516475972,-0.300337894,0.763919431,0.999673974
FBL,15.82298905,-0.020637107,0.235576616,-0.087602526,0.930192595,0.999673974
FCGBP,0.396780816,0.745997464,1.298106625,0.574681193,0.565506929,0.999673974
PSMC4,10.32948495,0.249152642,0.292550716,0.851656237,0.394404917,0.999673974
ZNF546,0.375719636,-0.814248473,1.128304867,-0.721656439,0.47050573,0.999673974
ZNF780B,1.675097966,0.240402974,0.715427382,0.336027081,0.736850445,0.999673974
ZNF780A,1.981976363,-0.32943462,0.651899725,-0.505345542,0.613316161,0.999673974
MAP3K10,1.530064493,-0.910231819,0.683965571,-1.33081526,0.183249806,0.999673974
AKT2,4.139216671,-0.49526165,0.419828636,-1.179675724,0.238129213,0.999673974
C19orf47,0.880065604,0.513864518,0.963622014,0.533263572,0.59385114,0.999673974
PLD3,8.656741173,0.300783909,0.331460045,0.907451483,0.364168095,0.999673974
SERTAD1,2.017923812,0.14899602,0.65792925,0.22646207,0.820842057,0.999673974
SERTAD3,1.644276062,0.281366916,0.667103777,0.421773831,0.673190108,0.999673974
BLVRB,3.272436275,-0.118521966,0.480169012,-0.24683385,0.805036812,0.999673974
SHKBP1,13.3608908,0.01574632,0.234299349,0.067205992,0.946417715,0.999673974
LTBP4,6.804974345,0.956402379,0.441783905,2.164864697,0.030398048,0.944827808
NUMBL,0.614475023,1.010019386,1.034763148,0.976087511,0.3290211,0.999673974
COQ8B,2.317684213,0.553067644,0.695692031,0.794989191,0.42661979,0.999673974
ITPKC,0.457587371,-0.095969122,1.215374853,-0.07896257,0.937062395,0.999673974
SNRPA,13.6234001,-0.082855581,0.226398911,-0.365971639,0.714386238,0.999673974
RAB4B,9.606865504,-0.198419347,0.297241787,-0.667535168,0.504430353,0.999673974
AC008537.4,0.982490499,-0.3391127,0.864275528,-0.392366426,0.694787489,0.999673974
EGLN2,9.155225435,0.127885073,0.30723109,0.41625043,0.677226761,0.999673974
HNRNPUL1,15.43108043,-0.311229044,0.249894981,-1.245439354,0.212970295,0.999673974
TGFB1,74.50368249,0.418983748,0.148442594,2.8225305,0.004764629,0.403107383
CCDC97,3.8259116,0.178205955,0.400779934,0.444647897,0.656574228,0.999673974
TMEM91,0.792563168,0.516451857,0.995260546,0.518911212,0.603822658,0.999673974
B9D2,1.849159386,-0.525507986,0.732269997,-0.717642383,0.472977818,0.999673974
EXOSC5,3.34024533,-0.665317716,0.457230158,-1.455104622,0.1456403,0.999673974
BCKDHA,4.987186423,0.839489224,0.40691827,2.063041366,0.039108698,0.999673974
DMAC2,2.268191158,-0.485360249,0.547683906,-0.886205061,0.375507037,0.999673974
AC243960.1,10.91423264,0.021801765,0.323634143,0.067365467,0.94629076,0.999673974
CEACAM21,2.482713775,-0.315271138,0.545482968,-0.57796697,0.563286419,0.999673974
RPS19,767.4616738,-0.261106013,0.129803216,-2.011552723,0.044267107,0.999673974
CD79A,0.689081577,-0.127081864,1.00569649,-0.126362044,0.899445346,0.999673974
ARHGEF1,38.16902259,-0.111812481,0.15452435,-0.723591337,0.469316661,0.999673974
RABAC1,31.69780451,0.259686189,0.18612343,1.395236428,0.162944555,0.999673974
ATP1A3,1.353396287,0.510782588,0.769217099,0.664029165,0.506671645,0.999673974
ZNF574,1.987699184,-0.269719408,0.588594748,-0.458242974,0.646777889,0.999673974
POU2F2,3.361426969,-0.53201622,0.58438309,-0.910389484,0.362617142,0.999673974
DEDD2,5.255263245,-0.396618303,0.362383056,-1.094472537,0.273747786,0.999673974
ZNF526,0.31457557,0.926385211,1.382165851,0.670241716,0.502703715,0.999673974
GSK3A,6.287655824,-0.15173582,0.335002201,-0.452939771,0.650592112,0.999673974
ERF,1.344323636,0.543498368,0.71289852,0.762378308,0.445834249,0.999673974
CIC,1.26047608,-0.01745309,0.718942127,-0.024276071,0.9806324,0.999673974
PAFAH1B3,3.588658391,-0.475542549,0.450885779,-1.05468518,0.291569332,0.999673974
CNFN,0.806294138,0.271270201,1.249513772,0.217100609,0.828129939,0.999673974
LIPE-AS1,1.058178987,-0.530310112,0.842290627,-0.629604669,0.528953268,0.999673974
LIPE,1.049293691,-0.85295343,0.936580985,-0.910709745,0.362448328,0.999673974
PHLDB3,1.222043674,-0.074089633,0.846139023,-0.087562009,0.930224798,0.999673974
ETHE1,9.670832563,0.452985913,0.29604863,1.530106429,0.125990387,0.999673974
ZNF575,1.097234138,-0.55106784,0.798395946,-0.690218735,0.490056643,0.999673974
XRCC1,3.840960805,0.747734002,0.442151294,1.691127023,0.090812545,0.999673974
PINLYP,0.329611098,0.285769442,1.242118328,0.230066199,0.81804033,0.999673974
ZNF576,0.975328214,0.926449148,0.975381908,0.949832205,0.342197519,0.999673974
ZNF428,14.96181992,0.000846493,0.237267446,0.003567676,0.997153412,0.999673974
PLAUR,0.686692217,0.485174562,1.022460627,0.474516621,0.635131548,0.999673974
SMG9,1.435344444,0.037428116,0.690775211,0.054182773,0.956789546,0.999673974
KCNN4,0.464513696,-0.019532139,1.260694863,-0.015493153,0.987638747,0.999673974
AC006213.2,0.334592668,-0.868310284,1.365800129,-0.635752088,0.52493802,0.999673974
ZNF45,0.721276459,0.162938558,1.024280878,0.159076052,0.873608956,0.999673974
ZNF222,0.316734667,-0.151612373,1.312864316,-0.115482134,0.90806298,0.999673974
ZNF224,3.076282251,-0.268006059,0.502239241,-0.5336223,0.593602877,0.999673974
AC021092.1,0.286624476,-0.540286089,1.367309192,-0.39514551,0.692735504,0.999673974
ZNF225,0.632262739,-0.312533776,1.049222381,-0.297871816,0.765801,0.999673974
ZNF234,1.070611077,-0.906104937,0.803297694,-1.1279815,0.259327732,0.999673974
ZNF226,2.077478922,-1.34010129,0.619167972,-2.164358219,0.030436868,0.944827808
ZNF227,1.821921314,0.420379135,0.668670142,0.628679386,0.529558976,0.999673974
ZNF235,1.260319227,0.027583451,0.811313287,0.03399852,0.972878331,0.999673974
ZNF180,1.728995304,0.13483504,0.644960914,0.209059242,0.834401992,0.999673974
BCL3,2.426874091,0.058144733,0.525479889,0.11065073,0.911893318,0.999673974
TOMM40,4.156177991,-0.229927793,0.424730319,-0.541350082,0.588266307,0.999673974
CLPTM1,6.376460474,0.062701451,0.352397607,0.177928142,0.858779409,0.999673974
RELB,1.975483725,0.426337356,0.60376921,0.706126361,0.480109559,0.999673974
CLASRP,3.493684321,-0.086204424,0.494011173,-0.174498935,0.861473368,0.999673974
ZNF296,0.808424717,0.333924013,0.982904284,0.339731975,0.73405838,0.999673974
GEMIN7,4.910768075,0.054744363,0.406243631,0.134757469,0.892803634,0.999673974
MARK4,1.5820486,0.859656462,0.711249761,1.20865624,0.22679494,0.999673974
PPP1R37,1.237783155,-1.093112529,0.783757629,-1.394707355,0.163104106,0.999673974
TRAPPC6A,9.76072445,0.174407722,0.343993384,0.507008943,0.612148543,0.999673974
ERCC2,1.027455355,0.690112343,0.864451887,0.7983236,0.424682726,0.999673974
PPP1R13L,0.333348874,0.408431347,1.342751804,0.304174864,0.760994674,0.999673974
ERCC1,4.385555079,-0.165164231,0.39068669,-0.422753667,0.672474996,0.999673974
FOSB,0.415693042,-1.397703285,1.435779754,-0.973480286,0.330314654,0.999673974
PPM1N,1.145337904,1.01155452,0.812937233,1.244320568,0.213381604,0.999673974
VASP,15.79200362,0.267989272,0.213590872,1.254685041,0.209593118,0.999673974
OPA3,0.998133967,0.269373703,0.853060033,0.315773442,0.752174477,0.999673974
EML2,3.423775242,0.663589486,0.45210297,1.467783956,0.142162917,0.999673974
EML2-AS1,0.308151011,0.40335084,1.586580156,0.254226576,0.79932052,0.999673974
SNRPD2,72.90383192,-0.097419784,0.145048464,-0.671636093,0.501815395,0.999673974
QPCTL,0.285373204,0.737957163,1.333275808,0.553491752,0.579926727,0.999673974
FBXO46,1.589163606,-1.061819097,0.684038363,-1.552280038,0.120595232,0.999673974
DMPK,0.390474693,0.118973304,1.131572939,0.105139757,0.916264913,0.999673974
DMWD,3.558928482,0.13682049,0.524406471,0.260905418,0.794165446,0.999673974
SYMPK,2.693550741,-0.34968042,0.50709756,-0.68957228,0.490463204,0.999673974
IRF2BP1,1.969664873,-0.623158055,0.641263112,-0.971766569,0.331166691,0.999673974
MYPOP,1.266519881,-0.261520537,0.74469499,-0.351178054,0.725454773,0.999673974
CCDC61,1.289786124,-0.946268965,0.735673106,-1.286262823,0.198351353,0.999673974
PPP5C,5.182219305,-0.131929556,0.419102941,-0.314790336,0.75292085,0.999673974
CALM3,21.6434327,-0.039924217,0.195561033,-0.204152208,0.838234558,0.999673974
PRKD2,5.929613457,-0.116332323,0.345796928,-0.336418036,0.73655565,0.999673974
STRN4,2.062234963,0.20254425,0.618386834,0.327536485,0.743262152,0.999673974
SLC1A5,2.541833077,-0.281459975,0.604622299,-0.46551372,0.641563614,0.999673974
AP2S1,14.51156632,0.057015639,0.221243966,0.25770483,0.796634718,0.999673974
ARHGAP35,3.02812672,-0.787860857,0.549221624,-1.434504437,0.151428364,0.999673974
TMEM160,16.34569947,0.034913757,0.215396074,0.162090963,0.871234223,0.999673974
ZC3H4,2.550134159,0.064261175,0.506684561,0.126826788,0.899077493,0.999673974
SAE1,3.897030157,-1.296090377,0.447804495,-2.894321947,0.003799783,0.363255442
BBC3,3.361201185,0.466201889,0.510505915,0.91321545,0.36112924,0.999673974
CCDC9,1.806714999,-0.334259304,0.61837887,-0.540541277,0.588823803,0.999673974
INAFM1,0.501898527,-1.568969601,1.152880347,-1.360912783,0.173541253,0.999673974
DHX34,0.504598692,-0.921996277,1.140883172,-0.808142586,0.419008504,0.999673974
KPTN,0.527841658,-0.106042656,1.072784503,-0.09884805,0.921258917,0.999673974
NAPA-AS1,0.435401369,-1.178302515,1.062805482,-1.108671845,0.267571772,0.999673974
NAPA,13.74886211,0.150505097,0.241656926,0.622804814,0.533412794,0.999673974
BICRA,0.874840662,-1.680885876,0.878175897,-1.914065146,0.055611832,0.999673974
NOP53,55.97778796,-0.299779865,0.196581453,-1.52496515,0.12726779,0.999673974
SELENOW,29.45236327,-0.191004507,0.231112302,-0.826457549,0.40854459,0.999673974
LIG1,2.994787376,-0.824446262,0.580878021,-1.419310479,0.155808519,0.999673974
ZSWIM9,1.752514909,0.129311235,0.66821905,0.193516236,0.846554692,0.999673974
CARD8,6.884022695,-0.471683962,0.3239166,-1.45618953,0.145340233,0.999673974
CARD8-AS1,2.310440876,0.210072842,0.642522899,0.32694997,0.743705726,0.999673974
EMP3,121.0176037,0.26911079,0.178449811,1.508047497,0.131542371,0.999673974
TMEM143,0.54676886,0.643948364,1.028078881,0.626360852,0.531078281,0.999673974
KDELR1,10.97744914,0.000115377,0.244456346,0.000471974,0.999623419,0.999756724
GRWD1,1.392792002,0.515036511,0.68633443,0.750416253,0.453004045,0.999673974
CYTH2,4.025369274,0.454807292,0.456163144,0.997027704,0.318751063,0.999673974
LMTK3,0.576364354,1.036067873,1.106996444,0.935927011,0.349310769,0.999673974
RPL18,404.5104382,-0.351706419,0.127352992,-2.761665935,0.005750729,0.434375406
SPHK2,1.50107312,-1.796410667,0.783717608,-2.29216576,0.02189608,0.843670979
DBP,5.320375823,-0.425509342,0.39323617,-1.082070712,0.279221108,0.999673974
CA11,0.382035792,-0.158307251,1.592134462,-0.09943083,0.920796205,0.999673974
BCAT2,2.146588388,0.129346995,0.589893683,0.219271707,0.8264384,0.999673974
PPP1R15A,3.721085769,0.097668298,0.436344231,0.223833138,0.822887144,0.999673974
NUCB1,13.6625579,-0.179912671,0.245989665,-0.731383049,0.464545216,0.999673974
BAX,21.77433712,0.09278442,0.191542482,0.484406485,0.628097417,0.999673974
FTL,247.9573842,0.010921663,0.129762069,0.084166839,0.932923783,0.999673974
GYS1,1.3773273,0.683479393,0.769307286,0.888434837,0.374306893,0.999673974
RUVBL2,3.374034361,0.132398234,0.459532095,0.288115315,0.77325847,0.999673974
SNRNP70,14.38709912,-0.047575918,0.22673833,-0.209827414,0.833802376,0.999673974
LIN7B,0.886660332,0.868054576,0.859742331,1.009668298,0.312654236,0.999673974
C19orf73,0.328131691,-0.080953199,1.333185325,-0.060721639,0.951580898,0.999673974
SLC6A16,0.177202056,-0.782289208,1.72144717,-0.454436954,0.64951436,0.999673974
AC011450.1,1.241298489,2.126825717,0.849306498,2.504191035,0.012273175,0.666256045
CD37,70.87860767,-0.00487161,0.1259047,-0.038692835,0.969135286,0.999673974
PIH1D1,9.72161925,-0.006574439,0.297615298,-0.022090392,0.982375851,0.999673974
ALDH16A1,4.017686071,-0.649341913,0.455001947,-1.427118978,0.153545603,0.999673974
FLT3LG,15.38669855,-0.116674988,0.290185051,-0.402070979,0.68763179,0.999673974
RPL13A,184.6895444,-0.377229507,0.171120688,-2.204464644,0.027491684,0.914077076
RPS11,90.95598743,-0.329690739,0.114043113,-2.890930723,0.003841028,0.363255442
